input_real_0,input_real_1,input_real_2,input_real_3,input_real_4,input_real_5,input_real_6,input_real_7,input_real_8,input_real_9,input_real_10,input_real_11,input_real_12,input_real_13,input_real_14,input_real_15,input_imag_0,input_imag_1,input_imag_2,input_imag_3,input_imag_4,input_imag_5,input_imag_6,input_imag_7,input_imag_8,input_imag_9,input_imag_10,input_imag_11,input_imag_12,input_imag_13,input_imag_14,input_imag_15,output_real_0,output_real_1,output_real_2,output_real_3,output_real_4,output_real_5,output_real_6,output_real_7,output_real_8,output_real_9,output_real_10,output_real_11,output_real_12,output_real_13,output_real_14,output_real_15,output_imag_0,output_imag_1,output_imag_2,output_imag_3,output_imag_4,output_imag_5,output_imag_6,output_imag_7,output_imag_8,output_imag_9,output_imag_10,output_imag_11,output_imag_12,output_imag_13,output_imag_14,output_imag_15
1.0,0.2429801799032642,-0.8819212643483547,-0.671558954847019,0.5555702330196012,0.9415440651830213,-0.09801714032955908,-0.9891765099647807,-0.3826834323650922,0.8032075314806438,0.7730104533627388,-0.42755509343027703,-0.9807852804032311,-0.04906767432742207,0.9569403357322079,0.5141027441932269,0.0,0.9700312531945439,0.47139673682599825,-0.7409511253549586,-0.831469612302546,0.3368898533922187,0.995184726672197,0.14673047445536339,-0.9238795325112857,-0.5956993044924348,0.6343932841636433,0.9039892931234458,-0.19509032201612525,-0.9987954562051722,-0.2902846772544655,0.857728610000269,1.3065901928589683,0.8105614161796104,-0.6514182191164595,-2.2642010208062366,16.0,-2.264201020806217,-0.6514182191164681,0.8105614161796068,1.3065901928589572,0.8524323502638487,0.1625416746640102,-0.036834610617005326,0.3747565199043458,0.8935296049415509,0.945462402838678,0.4715054283862008,0.7401742016906913,1.9234022195157658,2.471522023300488,1.744751795602886,-3.530509218307998e-14,-1.7447517956028618,-2.4715220233004738,-1.9234022195157696,-0.7401742016906943,0.12110564035087303,0.16658081807438385,-0.31452034057997214,-0.6252434800956541,-0.3509858548387885,0.27417901601471995,0.64397249876552
0.9856159103477167,0.07554905368414769,-0.9489020650363252,-0.5366778426303627,0.6880979075314803,0.8710661493564833,-0.26479428817493966,-0.9997456769126779,-0.22104248069257135,0.8923277934627872,0.6546784162691173,-0.5741800347350757,-0.9337071525427023,0.12043537093149055,0.9922339687340028,0.3617510055267498,0.16900082032180092,0.9971420864086671,0.31557070676759214,-0.8437872322034861,-0.7256178537293569,0.49116571892312344,0.964304923221865,-0.022551751471039307,-0.9752641804809988,-0.4513879805819306,0.7559075150250595,0.8187290685639708,-0.3580376422816444,-0.9927211700314416,-0.1243854946943975,0.9322747502750385,1.1627060351193208,0.4738456751936528,-1.0597374104327024,-2.5264970350469937,15.769854565563474,-1.9367680656173138,-0.22435891167043842,1.1239587810075393,1.4128861296528596,0.819703934350239,0.13205136573896398,0.016849417290336177,0.4750326495612795,0.9399938923861939,0.8855263082518808,0.355891371476714,0.950342284032822,2.0327213738084264,2.3258812155365414,1.3370032994641954,2.7040131251487685,-2.102306959243677,-2.5460616423429427,-1.758750285297277,-0.5087126551977081,0.2634254124260931,0.19165438100756615,-0.31622133121410406,-0.5529157625386919,-0.19493000661916016,0.4300191221307583,0.7143943447931076
0.9428774454611167,-0.09405548125764708,-0.9885846809748595,-0.3863574860081225,0.8008302580604048,0.7755292463591156,-0.4239537864592395,-0.9815539809681897,-0.053042539301597,0.9557774094841335,0.5175124731094627,-0.7042868618474901,-0.859767969899854,0.28647370984486487,0.998982837011177,0.19899234906963797,0.3331397947419654,0.9955669572888568,0.15066628203362287,-0.9223491166610849,-0.5988913906334816,0.6313116409838031,0.9056838228360234,-0.19118520456745267,-0.9985922536373084,-0.29409104631015054,0.8556756629565478,0.7099154993582083,-0.5106848714562472,-0.9580881032387993,0.04509203207996134,0.980001043372785,0.9853729416829136,0.12349825686099342,-1.437569885909939,-2.716110329570948,15.086039127377902,-1.5536178194455608,0.20915479317527597,1.4050218980925142,1.478535904931904,0.7633941286766319,0.09776217944688992,0.07004871813988267,0.5616429547801463,0.9594162669894789,0.8001152340503807,0.23003896777958488,1.1331707491472494,2.083562835143146,2.1133290399227143,0.8907916526759188,5.330236715871349,-2.3993825793276353,-2.547355703538155,-1.5435023075193666,-0.2626163718254621,0.39816691500328516,0.21121439634338773,-0.3088252098919897,-0.464681665184636,-0.03326637701728874,0.5734883610369328,0.7642643662155599
0.873014113161218,-0.26095421125012686,-0.9998275155533598,-0.224922327952656,0.8905241801329641,0.6576817789464892,-0.5709169061979273,-0.9351247641020667,0.11648333937088762,0.9917310496142098,0.3654586383309445,-0.8141326382364983,-0.7610948281385953,0.44427072170737497,0.9769927879110194,0.030509045034251964,0.48769494381358097,0.9653511794320366,-0.018572537317127328,-0.9743766963491881,-0.45493591262782523,0.7532958765596566,0.8210078478415337,-0.35431860741859744,-0.9931926457888252,-0.12833364808614264,0.9308275799895982,0.5806789537757323,-0.6486406266806621,-0.895892586102602,0.21327234319023614,0.9995344907361116,0.7796924627781292,-0.2304019814688752,-1.7740460931465727,-2.8275860751231905,13.96822581057965,-1.1257728172726826,0.6366514954284739,1.6456650932863695,1.5016508941897262,0.6851228638291221,0.06066055324734432,0.12123284490591868,0.6320958147707177,0.9512379823963042,0.6916863013313316,0.09756876181035423,1.2833999549675161,2.07446398724406,1.8399802355590138,0.41895355190001715,7.803119101017007,-2.6274323311492793,-2.475366979101201,-1.2838505786017358,-0.008965093580116129,0.5214538803765475,0.22469815805352641,-0.2925447495578265,-0.3630795223670259,0.12935426568350938,0.7004593839437607,0.792147893314608
0.7780357543185623,-0.42034576370291904,-0.9823071328907848,-0.05701656403721074,0.9545993429163296,0.5209140041919104,-0.7014557860109669,-0.8617937103501744,0.2826582044501889,0.9991543930870569,0.20289122391667547,-0.9005573009109213,-0.6405263738937472,0.589286873787942,0.9268964351090025,-0.1388519486789782,0.6282199972954903,0.9073640057534846,-0.1872770585840296,-0.9983732325264889,-0.29789275671575455,0.8536091612891408,0.7127129718699784,-0.5072589090404225,-0.9592206938223315,0.041115675536649895,0.9792012822998106,0.43473733193278474,-0.7679361720524224,-0.8079238704118317,0.37531719729080176,0.9903131506488493,0.5515816513019656,-0.5776739742834722,-2.059486224280714,-2.8577173174669124,12.448572069097205,-0.6655413808369168,1.0458328933063727,1.8389655000011325,1.4815661212705924,0.5871418615894064,0.021813833375253444,0.16892932345207634,0.6843644290242766,0.9156943129642463,0.5633588130731957,-0.0377083197930741,1.3967080807637093,2.0056865873991487,1.5136985498620223,-0.06493707977673216,10.051519956727585,-2.779895638557731,-2.3321664535650832,-0.9872648060387997,0.2449440940845851,0.6297395670199735,0.23171776286335552,-0.26784830941385046,-0.2510322427482202,0.2882536216751652,0.8072794656976303,0.7972427677830378
0.6606747233902436,-0.5676447338556964,-0.9365275624970415,0.11252946261589859,0.9912124206386994,0.36916048196238843,-0.8118150599979039,-0.7636704206153321,0.44070150762207055,0.9778338838266352,0.03448699839334079,-0.9610745696787599,-0.50153114207534,0.7173503154216462,0.8501349594649732,-0.30421842463593535,0.7506723052525817,0.8232736216628683,-0.3505939598500666,-0.993648388537604,-0.1322797685648493,0.9293656646107048,0.5839146413309052,-0.6456062954132353,-0.897653708943284,0.20938217603348805,0.9994051465455928,0.2762891085743092,-0.8651395919321951,-0.696712655952556,0.5265648589637257,0.9526023042760445,0.30760283997988663,-0.9083273386265313,-2.285678686439652,-2.8056372356200003,10.570795574244144,-0.18616353062231933,1.424927582987292,1.9793622174770797,1.4188593885231615,0.4722698569982037,-0.017660430766722107,0.21176601293139752,0.716945124674032,0.8538077853486372,0.4188245174676768,-0.17190060169151167,1.4698354580564303,1.8792092361791304,1.1438705128693214,-0.5469595898992696,12.010756884041088,-2.852386409788273,-2.121873745324616,-0.6622772225144554,0.4918066861312339,0.71990879288426,0.2320712695230826,-0.23544636107821537,-0.13176322255873243,0.43886044579338357,0.8908755870334857,0.7794024193586226
0.5243072835573361,-0.6986135985236959,-0.8638057992616484,0.27883822151153537,0.9993101217152078,0.20678688479538626,-0.8988198927767157,-0.6435777232904528,0.5860666308029756,0.9283828740661142,-0.13490935528356282,-0.9939434729010366,-0.348107772434774,0.8247768945572348,0.7489166488738916,-0.460833090405412,0.851529137733247,0.7154991544074474,-0.5038249112161336,-0.9603380895415343,0.03713866768661096,0.9783860098532785,0.43831814969135513,-0.7653807641195833,-0.8102628612118716,0.37162513254722357,0.9908579443376196,0.10989255060024042,-0.9374545209078143,-0.5654582868828822,0.6626642083585774,0.8874868240077693,0.05477485500238366,-1.2128497792249688,-2.4461163343143975,-2.672844078714764,8.38891653691708,0.2985699054217551,1.7630297004650917,2.062816287771959,1.315334654478594,0.343811508480632,-0.05662663646983146,0.2485105797800864,0.7289006144256082,0.7673587622727042,0.26224140304602117,-0.30114761625798714,1.50067834534355,1.698670456701758,0.7411354038608721,-1.0132470684676511,13.624466203732135,-2.8428192173362685,-1.8505385927168834,-0.3182371291032065,0.7245208952483302,0.7893675535120067,0.22574850828964874,-0.19627104961059244,-0.008703614356886914,0.5768420539179249,0.9488428397430875,0.739140082383658
0.3728564777805469,-0.809484621924657,-0.7662339159088762,0.43712531245364616,0.9786594900293437,0.0384644054490806,-0.9599673137175089,-0.5049704666257678,0.7145716840643301,0.8522239793212686,-0.30042461243758206,-0.998218432076227,-0.1846699759796979,0.9084761441037235,0.6261533698439721,-0.6041904272003166,0.9278890272964135,0.5871410791858249,-0.6425617371980292,-0.8994006121925325,0.20548869208670578,0.999259970935216,0.2801120429292355,-0.8631366217672347,-0.6995622262054085,0.5231771106134345,0.9538055631216085,-0.059665415973401276,-0.9828005901359939,-0.4179367124271696,0.7796999149884768,0.7968399636561277,-0.19962890282472168,-1.4824807399047204,-2.5361836688837993,-2.4631580641005932,5.965703644488213,0.7747140288907638,2.050412663400162,2.0869268892278456,1.1739701372487006,0.20546232884027266,-0.09396379694152925,0.27810594971063435,0.7198869606063596,0.6588342247327501,0.09811408092126817,-0.42173116220262896,1.4883494489132736,1.4692640209467425,0.3170791786656374,-1.4503852736898124,14.846224436742833,-2.7514692919090704,-1.5259668140639315,0.03495806709904081,0.9363919573406065,0.8361176468229816,0.21293137349216995,-0.1514493773952415,0.11460638098336565,0.6982289664043008,0.979513611507256,0.6776140309873417
0.2106792699961085,-0.8970682465777423,-0.6466188778740195,0.5828371040284291,0.9298546066562279,-0.13096462481002666,-0.9934982228507813,-0.3518361290336966,0.8225198109925765,0.7515481523316822,-0.4572972004735007,-0.973776464412354,-0.015919560543473172,0.9660401890427411,0.48537679839824066,-0.7301663054514372,0.9775552389476039,0.4418920241212042,-0.7628132319099766,-0.8125890167653966,0.3679271809477953,0.991387042001442,0.11384762269076729,-0.9360616103155732,-0.5687364596407867,0.6596782357534882,0.8893139324440492,-0.22750691716204033,-0.9998732757665356,-0.2583918596904032,0.8743050746602548,0.6832694683530052,-0.44828970058102535,-1.7094634288433528,-2.5532896169173833,-2.1826114766427454,3.3708683199371703,1.2285710402669734,2.2788089871861876,2.051000403738862,0.9988326366122082,0.061202372083522694,-0.12859779005466146,0.2997007178141763,0.690163469625206,0.5313562260835001,-0.06883580467586747,-0.5301822704547168,1.4332034486688976,1.1975895343915484,-0.11609883719506019,-1.8457985352977795,15.640883823161783,-2.5809646045415056,-1.1574957484913846,0.3871475833587732,1.1213247277047849,0.8588141577504522,0.1939885907624162,-0.10227078233556086,0.23461935940596113,0.7995291027895874,0.9820055600645237,0.596594257648511
0.042441203196445745,-0.9588448510649364,-0.5084017920185883,0.7117817332893446,0.8542994992315571,-0.2966260412602647,-0.9984479969703302,-0.18858010659554622,0.9068055405167499,0.629251653339647,-0.6010141806509162,-0.9213207208176392,0.15328883166514032,0.9958130166080085,0.3306368201857116,-0.8351366285053242,0.9990989662046689,0.2839305400732016,-0.8611199787905796,-0.7024007148028939,0.5197810746965598,0.9549937128831079,-0.055691986370891323,-0.9820578106183019,-0.4215491806279844,0.7772016191242274,0.7992383590997794,-0.3888034585649487,-0.9881814277179755,-0.09141354360300383,0.9437580691774144,0.5500425544707974,-0.6840540198509403,-1.8872679673466728,-2.49694207143495,-1.8392751308722,0.6790592511425539,1.647084299668954,2.4416481254282223,1.9560703708812741,0.7949605395901422,-0.08481826548738387,-0.15953225888537215,0.3126736419299524,0.6405852322003546,0.3885920762474979,-0.2338054095017319,-0.62338100008639,1.3368267946331776,0.8914625773773108,-0.5459369008908501,-2.1881115336826658,15.985583459274725,-2.336210264651449,-0.7557256376814432,0.7281995685235664,1.2739990272439203,0.856804148998463,0.16946510947053817,-0.050150043071964356,0.3478827660289955,0.8778282425867158,0.9562469965917486,0.49841155373344925
